nbm_code,nbm_name
8471.99.0901,UNIDADE DE CONTROLE DE COMUNICACAO
8471.99.0902,MULTIPLEXADOR DE DADOS
8471.99.0903,CENTRAL DE COMUTACAO DE DADOS
8471.99.0999,"QQ.OUT.PROCESSADOR/CONCENTRADOR,DE LINHA DE COMUNICACAO"
8471.99.1100,"CONVERSOR ANALOGICO/DIGITAL,DIGITAL/ANALOGICO"
8471.99.1200,OUTS.LEITORES MAGNETICOS OU OPTICOS
8471.99.1300,"OUTS.MAQS.P/REGISTRAR DADOS EM SUPORTE,FORMA CODIFICADA"
8471.99.9900,OUTS.UNIDADES P/MAQS.AUTOMATICAS DE PROCESSAM.DE DADOS
8472.10.0100,"DUPLICADORES,HECTOGRAFICOS"
8472.10.9900,"OUTS.APARS.DUPLICADORES,EXC.HECTOGRAFICOS/""OFFSET"""
8472.20.0000,MAQS.P/IMPRIMIR ENDERECO/ESTAMPAR PLACAS DE ENDERECOS
8472.30.0000,MAQS.P/SELECIONAR/ENVELOPAR/COLAR/ETC.CORRESPONDENCIAS
8472.90.0100,MAQUINAS DE PREENCHER CHEQUES
8472.90.0200,MAQUINAS DE ASSINAR CHEQUES
8472.90.0300,"MAQUINAS DE CLASSIFICAR/CONTAR,MOEDAS METALICAS"
8472.90.0400,MAQUINAS DE CONTAR PAPEL-MOEDA E SEMELHANTES
8472.90.0500,GRAMPEADORES (MAQUINAS)
8472.90.0600,APARELHOS MUNICIADORES DE PAPEL GOMADO
8472.90.0700,MAQUINAS DE APONTAR LAPIS
8472.90.9900,"OUTS.MAQUINAS/APARELHOS,DE ESCRITORIO"
8473.10.0000,PARTES/ACESS.DE MAQS.DE ESCREVER/DE TRATAM.DE TEXTOS
8473.21.0000,PARTES/ACESS.DE MAQS.CALCULADORAS ELETRONICAS
8473.29.0100,PARTES/ACESS.DE MAQUINAS P/CONTABILIDADE
8473.29.0200,PARTES/ACESS.DE CAIXAS REGISTRADORAS ELETRICAS
8473.29.9900,PARTES/ACESS.DE MAQUINAS P/CALCULAR/FRANQUEAR/ETC.
8473.30.0100,"GABINETE P/MAQUINAS AUTOMATICAS,DE PROCESSAM.DE DADOS"
8473.30.0300,"ACIONADOR (""DRIVER"") DE DISCO FLEXIVEL"
8473.30.0400,"TRANSPORTADOR (""DRIVER"") DE FITA MAGNETICA"
8473.30.0500,"MECANISMO DE IMPRESSAO SERIAL,P/MAQS.PROCESSAM.DE DADOS"
8473.30.0600,"BANCO DE MARTELO,P/IMPRESSAO LINHA,P/MAQS.PROCESS.DADOS"
8473.30.0700,"POSICIONADOR DE CABECA MAGNETICA,P/MAQS.PROCESSAM.DADOS"
8473.30.0800,"CABECOTE/MARTELO DE IMPRESSAO,P/MAQS.PROCESSAM.DE DADOS"
8473.30.0900,CABECA DE LEITURA/GRAVACAO MAGNET.P/MAQS.PROCESS.DADOS
8473.30.1000,VISORES P/MAQUINAS AUTOMATICAS DE PROCESSAM.DE DADOS
8473.30.1100,"CANAL DE ACESSO MEMORIA PRINCIPAL,P/MAQS.PROCESS.DADOS"
8473.30.1200,"POSICIONADOR DE CABECA OPTICA,P/MAQS.PROCESSAM.DE DADOS"
8473.30.1300,"MECANISMO DE IMPRESSAO,P/IMPRESSORA SEM IMPACTO"
8473.30.9900,OUTS.PARTES/ACESS.P/MAQS.AUTOMATS.DE PROCESSM.DE DADOS
8473.40.0000,"PARTES/ACESS.DE MAQUINAS/APARELHOS,P/ESCRITORIO"
8474.10.0101,"MAQS/APARS.ROTATIVOS,P/SELECAO/ETC.DE SUBSTS.MINERAIS"
8474.10.0199,"QQ.OUT.MAQUINA/APARELHO,P/SELECAO/ETC.SUBSTS.MINERAIS"
8474.10.9900,"MAQUINAS/APARELHOS,P/LAVAR SUBSTANCIAS MINERAIS"
8474.20.0100,"BRITADORES/TRITURADORES,DE MANDIBULAS,P/SUBSTS.MINERAIS"
8474.20.0200,"BRITADORES/TRITURADORES,CONICOS,P/SUBSTANCIAS MINERAIS"
8474.20.0300,"BRITADORES/TRITURADORES,DE CILINDROS,P/SUBSTS.MINERAIS"
8474.20.0400,"TRITURADORES/MOINHOS,DE MARTELOS,P/SUBSTANCIAS MINERAIS"
8474.20.0500,"TRITURADORES/MOINHOS,DE BOLAS/ETC.P/SUBSTS.MINERAIS"
8474.20.9900,OUTS.MAQUINAS/APARS.P/ESMAGAR/MOER/ETC.SUBSTS.MINERAIS
8474.31.0000,"BETONEIRAS E APARELHOS,PARA AMASSAR CIMENTO"
8474.32.0000,MAQUINAS P/MISTURAR MATERIAS MINERAIS COM BETUME
8474.39.0000,MAQUINAS/APARS.P/MISTURAR/AMASSAR SUBSTANCIAS MINERAIS
8474.80.0100,MAQS.VIBRATORIAS P/FABR.PRE-MOLDADO DE CIMENTO/CONCRETO
8474.80.0200,MAQUINAS P/FABRICACAO DE TIJOLOS
8474.80.0300,MAQUINAS DE FAZER MOLDES DE AREIA P/FUNDICAO
8474.80.9900,OUTS.MAQS/APARS.P/AGLOMERAR/ETC.COMBUSTIVEIS MINERAIS/
8474.90.0100,"LUVAS/MANDIBULAS/MARTELOS,P/TRITURADOR/BRITADOR/MOINHO"
8474.90.9900,OUTS.PARTES DE MAQS/APARS.P/TRAB.SUBSTANCIAS MINERAIS
8475.10.0000,MAQS.P/MONTAGEM DE LAMPADAS/TUBOS/VALVULAS ELETRICAS/
8475.20.0100,MAQS.P/MOLDAGEM DE FRASCOS/GARRAFAS/ETC.DE VIDRO
8475.20.0200,MAQS.P/MOLDAGEM DE LAMPADAS/VALVULAS/ETC.DE VIDRO
8475.20.9900,OUTS.MAQS.P/FABRICACAO/TRABALHO A QUENTE DO VIDRO/OBRAS
8475.90.0000,"PARTES DE MAQS.P/MONTAGEM/MOLDAGEM/FABRICACAO,DO VIDRO"
8476.11.0000,"MAQS.AUTOMATICAS,P/VENDA DE PRODS.C/DISP.REFRIGERACAO/"
8476.19.0000,"MAQS.AUTOMATICAS,P/VENDA DE PRODS.S/DISP.REFRIGERACAO/"
8476.90.0000,"PARTES DE MAQUINAS AUTOMATICAS,P/VENDA DE PRODUTOS"
8477.10.0100,"MAQS.P/MOLDAR BORRACHA/ETC.POR INJECAO,DE FECHAM.HORIZ."
8477.10.9900,"OUTS.MAQUINAS P/MOLDAR BORRACHA/PLASTICO,POR INJECAO"
8477.20.0000,MAQUINAS EXTRUSORAS DE BORRACHA/PLASTICO
8477.30.0000,"MAQUINAS P/MOLDAR BORRACHA/PLASTICO,POR INSUFLACAO"
8477.40.0000,"MAQUINAS P/MOLDAR BORRACHA/PLASTICO,A VACUO/TERMOFORMAR"
8477.51.0000,"MAQS.P/MOLDAR/RECAUCHUTAR,PNEUMATICO/MOLDAR CAMARA-AR"
8477.59.0100,PRENSAS P/MOLDAR/DAR FORMA A BORRACHA/PLASTICO
8477.59.9900,OUTS.MAQS/APARS.P/MOLDAR/DAR FORMA A BORRACHA/PLASTICO
8477.80.0000,OUTS.MAQS/APARS.P/TRABALHAR/FABR.PRODS.DE BORRACHA/ETC.
8477.90.0000,PARTES DE APARS.P/TRABALHAR/FABR.PRODS.DE BORRACHA/ETC.
8478.10.0100,"MAQUINAS/APARELHOS,P/FABRICACAO DE CIGARRO/CHARUTOS/ETC"
8478.10.0200,"MAQUINAS/APARELHOS,P/APLICACAO DE FILTRO EM CIGARROS"
8478.10.9900,"OUTS.MAQUINAS/APARELHOS,P/PREPARAR/TRANSFORMAR FUMOS"
8478.90.0000,PARTES DE MAQUINAS/APARS.P/PREPARAR/TRANSFORMAR FUMOS
8479.10.0100,PAVIMENTADORA MOTORIZADA DE OBRAS PUBLICAS/ETC.
8479.10.0200,"USINAS DE ASFALTO,FIXAS"
8479.10.0300,"USINAS DE ASFALTO,MOVEIS"
8479.10.0400,"DISTRIBUIDORA/ACABADORA,DE ASFALTO,MOTORIZADA/REBOCAVEL"
8479.10.9900,OUTS.MAQS/APARS.P/OBRAS PUBLICAS/CONSTRUCAO CIVIL/ETC.
8479.20.0100,MAQS/APARS.P/EXTRACAO MECANICA/QUIM.DE OLEO/ETC.ANIMAL/
8479.20.0200,"MAQS/APARS.P/REFINACAO,DE OLEO/GORDURA DE ANIMAL/VEGET."
8479.20.9900,OUTS.MAQS/APARS.P/EXTRACAO/ETC.DE OLEO/GORDURA ANIMAL/
8479.30.0000,PRENSAS P/FABR.DE PAINEL DE PARTICULAS DE FIBRA MADEIRA
8479.40.0000,MAQUINAS P/FABRICACAO DE CORDAS OU CABOS
8479.81.0000,"MAQUINAS/APARELHOS,P/TRATAMENTO DE METAIS"
8479.82.0100,"MOENDA/ENGENHOCA,N/INDAL.P/EXTRACAO DO CALDO DE CANA"
8479.82.0200,MISTURADORES DE POS/PASTAS/LIQUIDOS/ETC.MECANICOS
8479.82.9900,OUTS.MAQS/APARS.P/MISTURAR/AMASSAR/ESMAGAR/SEPARAR/ETC.
8479.89.0101,PRENSAS S/APLICACAO ESPECIFICA
8479.89.0102,"MAQUINAS/APARELHOS,P/COLOCAR ILHOSES/REBITES,TUBULARES"
8479.89.0103,"DISTRIBUIDORES/DOSEADORES,DE SOLIDOS/LIQUIDOS"
8479.89.0199,"QQ.OUT.MAQUINA/APARELHO,P/EMPREGO GERAL"
8479.89.0200,"APARELHOS DE LIMPAR PECAS,POR ULTRA-SOM"
8479.89.0300,"MAQUINAS/APARELHOS,P/CESTARIA/TRANCARIA/ETC."
8479.89.0400,MAQUINAS/APARS.P/FABRICACAO DE PINCEIS/BROXAS/ESCOVAS
8479.89.0500,"APARELHOS UMIDIFICADORES/DESUMIDIFICADORES,DE AR"
8479.89.0600,"MAQUINAS/APARELHOS,P/FABRICACAO DE FOSFOROS"
8479.89.0700,"MAQUINAS DE LEME,PARA EMBARCACOES"
8479.89.0800,"COMANDO HIDRAULICO,DE MAQUINAS DE LEME,P/EMBARCACAO"
8479.89.0901,"LIMPADOR DE PARA-BRISAS,ELETRICO,P/AERONAVES"
8479.89.0902,"LIMPADOR DE PARA-BRISAS,ELETRICO,P/VEICULO FERROVIARIO"
8479.89.0999,"QQ.OUT.LIMPADOR DE PARA-BRISAS,P/VEICULOS"
8479.89.1000,"MAQUINAS P/MONTAR/DESMONTAR,PNEUMATICOS"
8479.89.1100,"MAQUINAS P/LIXAR ASSOALHOS,DE PESO>20KG"
8479.89.1200,"ACUMULADOR HIDRAULICO,P/USO AERONAUTICA"
8479.89.1300,PRENSAS P/RECARGA DE CARTUCHOS DE ARMAS
8479.89.9900,"OUTS.MAQUINAS/APARELHOS MECANICOS,C/FUNCAO PROPRIA"
8479.90.0000,"PARTES DE MAQUINAS/APARELHOS,MECANICOS,C/FUNCAO PROPRIA"
8480.10.0000,CAIXAS DE FUNDICAO
8480.20.0000,PLACAS DE FUNDO PARA MOLDES
8480.30.0100,"MODELOS PARA MOLDES,DE MADEIRA"
8480.30.0200,"MODELOS PARA MOLDES,DE ALUMINIO"
8480.30.9900,"MODELOS PARA MOLDES,DE OUT.MATERIA"
8480.41.0100,"COQUILHAS P/METAIS,P/MOLDAGAGEM POR INJECAO/COMPRESSAO"
8480.41.0200,"MOLDES DE TIPOGRAFIA,P/MOLDAGEM POR INJECAO/ETC.METAIS"
8480.41.9900,"OUTS.MOLDES P/METAIS,P/MOLDAGEM POR INJECAO/COMPRESSAO"
8480.49.0100,"COQUILHAS P/METAIS,P/MOLDAGEM POR OUT.TIPO,P/METAIS/ETC"
8480.49.0200,"MOLDES DE TIPOGRAFIA,P/MOLDAGEM POR OUT.TIPO,P/METAIS/"
8480.49.9900,"OUTS.MOLDES P/METAIS,P/MOLDAGEM POR OUT.TIPO,P/METAIS/"
8480.50.0000,MOLDES PARA VIDROS
8480.60.0000,MOLDES PARA MATERIAIS MINERAIS
8480.71.0000,"MOLDES DE BORRRACHA/PLASTICO,P/MOLDAGEM POR INJECAO/ETC"
8480.79.0000,"OUTS.MOLDES P/BORRACHA/PLASTICO,P/MOLDAGEM POR OUT.TIPO"
8481.10.0100,"VALVULAS REDUTORAS DE PRESSAO,DE FERRO/ACO"
8481.10.0200,"VALVULAS REDUTORAS DE PRESSAO,DE COBRE/LIGAS"
8481.10.9900,"VALVULAS REDUTORAS DE PRESSAO,DE OUTS.MATERS"
8481.20.0100,VALVULAS P/TRANSMISS.OLEO-HIDRAULICA/ETC.P/AERONAUTICA
8481.20.9901,VALVULAS P/TRANSMISS.OLEO-HIDRAULICA/ETC.DE FERRO/ACO
8481.20.9902,VALVULAS P/TRANSMISS.OLEO-HIDRAULICA/ETC.DE COBRE/LIGAS
8481.20.9903,VALVULAS P/TRANSMISS.OLEO-HIDRAULICA/ETC.DE PLASTICO
8481.20.9999,QQ.OUT.VALVULA DE TRANSMISS.OLEO-HIDRAULICA/PNEUMATICA
8481.30.0101,"VALVULAS DE RETENCAO,DE FERRO/ACO,P/AERONAUTICA"
8481.30.0199,"QQ.OUT.VALVULA DE RETENCAO,DE FERRO/ACO"
8481.30.0200,"VALVULAS DE RETENCAO,DE COBRE E SUAS LIGAS"
8481.30.0300,"VALVULAS DE RETENCAO,DE PLASTICO"
8481.30.9900,"VALVULAS DE RETENCAO,DE OUTRAS MATERIAS"
8481.40.0100,"VALVULAS DE SEGURANCA,DE FERRO OU ACO"
8481.40.0200,"VALVULAS DE SEGURANCA,DE COBRE E SUAS LIGAS"
8481.40.0301,"VALVULAS DE SEGURANCA,DE ALUMINIO/LIGAS,P/AERONAUTICA"
8481.40.0399,"QQ.OUT.VALVULA DE SEGURANCA,DE ALUMINIO E SUAS LIGAS"
8481.40.9900,"VALVULAS DE SEGURANCA,DE OUTRAS MATERIAS"
8481.80.0101,"VALVULAS TIPO AEROSOL,DE ALUMINIO"
8481.80.0102,"VALVULAS TIPO AEROSOL,DE COBRE E SUAS LIGAS"
8481.80.0103,"VALVULAS TIPO AEROSOL,DE FERRO OU ACO"
8481.80.0199,"QQ.OUT.VALVULA TIPO AEROSOL,DE OUTS.MATERIAS"
8481.80.0201,"JOGOS P/BANHEIRO/COZINHA,DE COBRE/SUAS LIGAS"
8481.80.0299,"QQ.OUT.JOGO P/BANHEIRO/COZINHA,DE OUTS.MATERIAS"
8481.80.0301,VALVULAS DE EXPANSAO/TERMOSTATICA/ETC.DE FERRO OU ACO
8481.80.0302,VALVULAS DE EXPANSAO/TERMOSTATICA/ETC.DE COBRE E LIGAS
8481.80.0399,QQ.OUT.VALVULA DE EXPANSAO/TERMOSTATICA/ETC.
8481.80.0401,"VALVULAS SOLENOIDES,DE FERRO OU ACO"
8481.80.0402,"VALVULAS SOLENOIDES,DE COBRE E SUAS LIGAS"
8481.80.0499,"QQ.OUT.VALVULA SOLENOIDE,DE OUTS.MATERIAS"
8481.80.0501,TORNEIRAS DE FERRO OU ACO
8481.80.0502,TORNEIRAS DE COBRE E SUAS LIGAS
8481.80.0503,TORNEIRAS DE PLASTICO
8481.80.0599,QQ.OUT.TORNEIRA DE OUTRAS MATERIAS
8481.80.9901,"DISPOSITIVO P/CANALIZACAO/ETC.TIPO GAVETA,DE FERRO/ACO"
8481.80.9902,"DISPOSITIVO P/CANALIZACAO/ETC.TIPO GAVETA,DE COBRE/LIGA"
8481.80.9903,"DISPOSITIVO P/CANALIZACAO/ETC.TIPO GLOBO,DE FERRO/ACO"
8481.80.9904,"DISPOSITIVO P/CANALIZACAO/ETC.TIPO GLOBO,DE COBRE/LIGAS"
8481.80.9905,"DISPOSITIVO P/CANALIZACAO/ETC.TIPO ESFERA,DE FERRO/ACO"
8481.80.9906,"DISPOSITIVO P/CANALIZACAO/ETC.TIPO ESFERA,DE COBRE/LIGA"
8481.80.9907,"DISPOSITIVO P/CANALIZACAO/ETC.TIPO MACHO,DE FERRO/ACO"
8481.80.9908,"DISPOSITIVO P/CANALIZACAO/ETC.TIPO MACHO,DE COBRE/LIGAS"
8481.80.9909,"DISPOSITIVO P/CANALIZACAO/ETC.TP.BORBOLETA,DE FERRO/ACO"
8481.80.9910,"DISPOSITIVO P/CANALIZACAO/ETC.TIPO AGULHA,DE FERRO/ACO"
8481.80.9911,"DISPOSITIVO P/CANALIZACAO/ETC.TP.DIAFRAGMA,DE FERRO/ACO"
8481.80.9912,"DISPOSITIVO P/CANALIZACAO/ETC.DE OUT.TIPO,DE FERRO/ACO"
8481.80.9913,"DISPOSITIVO P/CANALIZACAO/ETC.DE OUT.TIPO,DE COBRE/LIGA"
8481.80.9914,"DISPOSITIVO P/CANALIZACAO/ETC.DE OUT.TIPO,DE PLASTICO"
8481.80.9999,"QQ.OUT.DISPOSITIVO P/CANALIZACAO,DE OUT.TIPO/OUT.MATER."
8481.90.0000,"PARTES DE TORNEIRAS/VALVULAS/DISPOSITIVOS,P/CANALIZACAO"
8482.10.0000,ROLAMENTOS DE ESFERAS
8482.20.0000,ROLAMENTOS DE ROLETES CONICOS
8482.30.0000,ROLAMENTOS DE ROLETES EM FORMA DE TONEL
8482.40.0000,ROLAMENTOS DE AGULHAS
8482.50.0100,"ROLAMENTOS DE ROLETES CILINDRICOS,P/AERONAUTICA"
8482.50.9900,"ROLAMENTOS DE ROLETES CILINDRICOS,EXC.P/AERONAUTICA"
8482.80.0000,"OUTS.ROLAMENTOS,INCLUIDOS OS COMBINADOS"
8482.91.0100,"ESFERAS DE ACO,CALIBRADAS,PARA ROLAMENTOS"
8482.91.0200,"ROLETES CILINDRICOS,PARA ROLAMENTOS"
8482.91.0300,"ROLETES CONICOS,PARA ROLAMENTOS"
8482.91.0400,AGULHAS PARA ROLAMENTOS
8482.91.9900,"OUTS.ESFERAS E ROLETES,PARA ROLAMENTOS"
8482.99.0100,ANEIS PARA ROLAMENTOS DE ESFERAS/DE ROLETES/DE AGULHAS
8482.99.9900,OUTS.PARTES DE ROLAMENTOS
8483.10.0100,VIRABREQUINS P/MOTOR DE EXPLOSAO/DE COMPRESSAO
8483.10.0200,"CAMES P/COMANDO DE VALVULAS,P/MOTOR EXPLOSAO/COMPRESSAO"
8483.10.0301,"CABOS FLEXIVEIS DE TRANSM.DE MOVIMENTO,P/VELOCIMETRO"
8483.10.0302,"CABOS FLEXIVEIS DE TRANSM.DE MOVIMENTO,P/ODOMETRO/ETC."
8483.10.0399,"QQ.OUT.CABO FLEXIVEL,DE TRANSMISSAO DE MOVIMENTO"
8483.10.0400,MANIVELAS
8483.10.9900,OUTS.ARVORES (VEIOS) DE TRANSMISSAO
8483.20.0000,MANCAIS C/ROLAMENTO INCORPORADO
8483.30.0100,"MANCAIS S/ROLAMENTO,N/MONTADO,C/BRONZES"
8483.30.0201,"MANCAIS S/ROLAMENTO,MONTADO,C/BRONZES,METAL ANTIFRICCAO"
8483.30.0202,"MANCAIS S/ROLAMENTO,MONTADO,C/BRONZES,DE PEDRA PRECIOSA"
8483.30.0299,"QQ.OUT.MANCAL,S/ROLAMENTO,MONTADO,C/OUTS.BRONZES"
8483.30.0300,BRONZES (BRONZINAS) DE MOTOR DE EXPLOSAO/DE COMPRESSAO
8483.30.0401,BRONZES DE METAL ANTIFRICCAO/METAL PATENTE/OUTRO
8483.30.0402,BRONZES DE PEDRA PRECIOSA OU SEMIPRECIOSA
8483.30.0499,QQ.OUT.BRONZE DE OUT.METAIS
8483.40.0101,"ENGRENAGENS E RODAS DE FRICCAO,DE PLASTICO"
8483.40.0102,"ENGRENAGENS E RODAS DE FRICCAO,DE FERRO/ACO"
8483.40.0199,"QQ.OUT.ENGRENAGEM E RODAS DE FRICCAO,DE OUTS.MATERIAS"
8483.40.0201,CAIXAS DE TRANSMISSAO/REDUTORES/ETC.P/AERONAUTICA
8483.40.0299,QQ.OUT.CAIXA DE TRANSMISSAO/REDUTORES/MULTIPLICADORES/
8483.40.0300,"ATUADORES LINEARES MECANICOS,P/USO AERONAUTICA"
8483.40.9900,OUTS.ORGAOS ELEMENTARES DE TRANSMISSAO/EIXOS DE ESFERAS
8483.50.0000,"VOLANTES E POLIAS,INCL.AS POLIAS P/CADERNAIS"
8483.60.0100,EMBREAGENS DE FRICCAO
8483.60.9900,"DISPOSITIVO DE ACOPLAMENTO,INCL.JUNTAS DE ARTICULACAO"
8483.90.0000,PARTES DE ARVORES DE TRANSMISSAO/MANIVELAS/MANCAIS/ETC.
8484.10.0000,JUNTAS METALOPLASTICAS
8484.90.0100,JUNTAS P/SISTEMA DE FREIO DE VEICULOS AUTOMOVEIS
8484.90.0200,JUNTAS P/CARBURADORES
8484.90.0300,"JUNTAS P/BOMBA DE AGUA,DE MOTOR DE EXPLOSAO/ETC."
8484.90.9900,OUTS.JUNTAS E JOGOS OU SORTIDOS DE JUNTAS
8485.10.0000,HELICES PARA EMBARCACOES E SUAS PAS
8485.90.0100,GRAXEIRAS (LUBRIFICADORES)
8485.90.0200,CHASSIS P/MAQUINAS OU SUAS BASES
8485.90.9900,"OUTS.PARTES DE MAQUINAS/APARELHOS,S/CONEXOES ELETRICAS"
8501.10.0101,"MOTOR ELETR.DE CORRENTE CONTINUA,POT<=37.5W,P/BRINQUEDO"
8501.10.0199,"QQ.OUT.MOTOR ELETRICO,DE CORRENTE CONTINUA,POT<=37.5W"
8501.10.0201,"MOTOR DE CORRENTE ALTERN.MONOF.P/BRINQUEDO,POT<=37.5W"
8501.10.0299,"QQ.OUT.MOTOR DE CORRENTE ALTERN.MONOFASICO,POT<=37.5W"
8501.10.0301,"MOTOR DE CORRENTE ALTERN.TRIFAS.ROTOR GAIOLA,POT<=37.5W"
8501.10.0399,"QQ.OUT.MOTOR DE CORRENTE ALTERN.TRIFASICO,POT<=37.5W"
8501.10.0401,"MOTOR ELETR.UNIVERSAL,POT<=37.5W,P/BRINQUEDO"
8501.10.0499,"QQ.OUT.MOTOR UNIVERSAL,POTENCIA<=37.5W"
8501.10.0500,"MOTOR ELETRICO,SINCRONO,POT<=37.5W"
8501.10.9900,"OUTS.MOTORES ELETRICOS,POTENCIA<=37.5W"
8501.20.0000,"MOTOR ELETRICO,UNIVERSAL,POT>37.5W"
8501.31.0100,"MOTOR DE CORRENTE CONTINUA,37.5W<POT<=750W"
8501.31.0201,"GERADOR DE CORRENTE CONTINUA,37.5<P<=750W,FOTOVOLTAICO"
8501.31.0202,"GERADOR DE CORRENTE CONTINUA,37.5<P<=750W,P/AERONAUTICA"
8501.31.0299,"QQ.OUT.GERADOR ELETR.DE CORRENTE CONTINUA,37.5<P<=750W"
8501.32.0100,"MOTOR ELETRICO,DE CORRENTE CONTINUA,750W<POT<=75KW"
8501.32.0201,"GERADOR DE CORRENTE CONTINUA,750W<P<=75KW,P/AERONAUTICA"
8501.32.0299,"QQ.OUT.GERADOR ELETR.DE CORRENTE CONTINUA,750W<P<=75KW"
8501.33.0100,"MOTOR ELETRICO,DE CORRENTE CONTINUA,75KW<POT<=375KW"
8501.33.0201,"GERADOR DE CORR.CONTINUA,75KW<P<=375KW,P/AERONAUTICA"
8501.33.0299,"QQ.OUT.GERADOR ELETR.DE CORRENTE CONTINUA,75KW<P<=375KW"
8501.34.0100,"MOTOR ELETRICO DE CORRENTE CONTINUA,POT>375KW"
8501.34.0201,"GERADOR ELETR.DE CORR.CONTINUA,P>375KW,P/AERONAUTICA"
8501.34.0299,"QQ.OUT.GERADOR ELETR.DE CORRENTE CONTINUA,POT>375KW"
8501.40.0100,"MOTOR ELETR.DE CORR.ALTERN.MONOFASICO,SINCRONO,P>37.5W"
8501.40.9900,OUTS.MOTORES ELETRS.DE CORR.ALTERN.MONOFASICOS.P>37.5W
8501.51.0100,"MOTOR DE CORR.ALTERN.TRIFASE,ROTOR GAIOLA,37W<P<=750W"
8501.51.0201,"MOTOR DE CORR.ALTERN.TRIFASE,ROTOR ANEL,SINCRONO,P<750W"
8501.51.0299,"QQ.OUT.MOTOR DE CORR.ALTERN.TRIFASE,ROTOR ANEL,P<=750W"
8501.51.9900,"OUTS.MOTORES DE CORR.ALTERN.POLIFASICO,37.5W<P<=750W"
8501.52.0100,"MOTOR DE CORR.ALTERN.TRIFASE,ROTOR GAIOLA,750W<P<=75KW"
8501.52.0201,"MOTOR DE CORR.ALTERN.TRIFASE,ROTOR ANEL,SINCRONO<=75KW"
8501.52.0299,"QQ.OUT.MOTOR DE CORR.ALTERN.TRIFASE,ROTOR ANEL,P<=75KW"
8501.52.9900,"OUTS.MOTORES DE CORRENTE ALTERN.POLIFASICO,750W<P<=75KW"
8501.53.0100,"MOTOR ELETR.DE CORR.ALTERN.TRIFASE,ROTOR GAIOLA,P>75KW"
8501.53.0201,"MOTOR DE CORR.ALTERN.TRIFASE,ROTOR ANEL,SINCRONO,P>75KW"
8501.53.0299,"QQ.OUT.MOTOR DE CORR.ALTERN.TRIFASE,ROTOR ANEL,P>75KW"
8501.53.9900,"OUTS.MOTORES ELETRICOS,DE CORR.ALTERN.POLIFASICO,P>75KW"
8501.61.0000,"GERADOR ELETRICO,DE CORRENTE ALTERNADA,375KW<P<=75KVA"
8501.62.0000,"GERADOR ELETRICO,DE CORRENTE ALTERNADA,75KVA<P<=375KVA"
8501.63.0000,"GERADOR ELETRICO,DE CORRENTE ALTERNADA,375KVA<P<=750WVA"
8501.64.0000,"GERADOR ELETRICO,DE CORRENTE ALTERNADA,POT>750KVA"
8502.11.0000,"GRUPO ELETROGENEO,ELETR.P/MOTOR DIESEL/ETC.POT<=75KVA"
8502.12.0000,"GRUPO ELETROGENEO,ELETR.P/MOTOR DIESEL/ETC.POT<=375KVA"
8502.13.0000,"GRUPO ELETROGENEO,ELETR.P/MOTOR DIESEL/ETC.POT>375KVA"
8502.20.0000,"GRUPO ELETROGENEO,ELETR.P/MOTOR DE EXPLOSAO"
8502.30.0100,"UNIDADE AUXILIAR DE PARTIDA,ELETRICA,P/AERONAUTICA"
8502.30.9900,"OUTS.GRUPOS ELETROGENEOS,ELETRICOS"
8502.40.0100,"CONVERSOR ROTATIVO ELETRICO,DE FREQUENCIA"
8502.40.9900,"CONVERSOR ROTATIVO ELETRICO,EXC.DE FREQUENCIA"
8503.00.0100,PARTES DE MOTORES DE UTILIZACAO EM BRINQUEDOS
8503.00.9900,PARTES DE GERADORES/GRUPOS ELETROGENEOS/CONVERSORES/ETC
8504.10.0000,"REATORES ELETRICOS,P/LAMPADAS/TUBOS DE DESCARGA"
8504.21.0000,"TRANSFORMADOR DE DIELETRICO LIQUIDO,POT<=650KVA"
8504.22.0000,"TRANSFORMADOR DE DIELETRICO LIQUIDO,650KVA<P<=10000KV"
8504.23.0000,"TRANSFORMADOR DE DIELETRICO LIQUIDO,POT>10000KVA"
8504.31.0101,TRANSFORMADOR ELETR.P/APARS.MEDIDA BAIXA FREQ.POT<=1KVA
8504.31.0199,QQ.OUT.TRANSFORMADOR ELETR.P/APARS.BAIXA FREQ.P<=1KVA
8504.31.9901,"TRANSFORMADOR DE FI,DETECCAO/FOCO/ETC.,POT<=1KVA"
8504.31.9902,"TRANSFORMADOR DE DEFLEXAO P/TUBOS RAIO CATODICO,P<=1KVA"
8504.31.9999,"QQ.OUT.TRANSFORMADOR ELETRICO,P<=1KVA"
8504.32.0100,"TRANSFORMADOR ELETR.P/BAIXA FREQUENCIA,1KVA<POT<=16KVA"
8504.32.9900,"OUTS.TRANSFORMADORES ELETRICOS,1KVA<P<=16KVA"
8504.33.0000,"TRANSFORMADOR ELETRICO,16KVA<POT<=500KVA"
8504.34.0000,"TRANSFORMADOR ELETRICO,POT>500KVA"
8504.40.0100,"CONVERSOR ESTATICO,DE CORRENTE CONTINUA,P/BONDES/ETC."
8504.40.0201,"CARREGADORES DE ACUMULADOR ELETRICO,P/AERONAUTICA"
8504.40.0299,QQ.OUT.CARREGADOR DE ACUMULADOR ELETR.EXC.P/AERONAUTICA
8504.40.0300,"OUTS.CONVERSORES ESTATICOS,ELETRICOS,P/AERONAUTICA"
8504.40.9901,"RETIFICADORES DE VAPOR,DE MERCURIO"
