cest_code,cest_item,cest_name,cest_segment
19.012.00,12.0,Papel almaço,Produtos de papelaria
19.013.00,13.0,Papel hectográfico,Produtos de papelaria
19.014.00,14.0,Papel celofane e tipo celofane,Produtos de papelaria
19.015.00,15.0,Papel impermeável,Produtos de papelaria
19.016.00,16.0,Papel crepon,Produtos de papelaria
19.017.00,17.0,Papel fantasia,Produtos de papelaria
19.018.00,18.0,"Papel-carbono, papel autocopiativo (exceto os vendidos em rolos de diâmetro igual ou superior a 60 cm e os vendidos em folhas de formato igual ou superior a 60 cm de altura e igual ou superior a 90 cm de largura) e outros papéis para cópia ou duplicação (incluídos os papéis para estênceis ou para chapas ofsete), estênceis completos e chapas ofsete, de papel, em folhas, mesmo acondicionados em caixas",Produtos de papelaria
19.019.00,19.0,"Envelopes, aerogramas, bilhetes-postais não ilustrados e cartões para correspondência, de papel ou cartão, caixas, sacos e semelhantes, de papel ou cartão, contendo um sortido de artigos para correspondência",Produtos de papelaria
19.020.00,20.0,"Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes",Produtos de papelaria
19.021.00,21.0,Cadernos,Produtos de papelaria
19.022.00,22.0,"Classificadores, capas para encadernação (exceto as capas para livros) e capas de processos",Produtos de papelaria
19.023.00,23.0,"Formulários em blocos tipo “manifold”, mesmo com folhas intercaladas de papel-carbono",Produtos de papelaria
19.024.00,24.0,Álbuns para amostras ou para coleções,Produtos de papelaria
19.025.00,25.0,"Pastas para documentos, outros artigos escolares, de escritório ou de papelaria, de papel ou cartão e capas para livros, de papel ou cartão",Produtos de papelaria
19.026.00,26.0,"Cartões postais impressos ou ilustrados, cartões impressos com votos ou mensagens pessoais, mesmo ilustrados, com ou sem envelopes, guarnições ou aplicações (conhecidos como cartões de expressão social - de época/sentimento)",Produtos de papelaria
19.027.00,27.0,Canetas esferográficas,Produtos de papelaria
19.028.00,28.0,"Canetas e marcadores, com ponta de feltro ou com outras pontas porosas",Produtos de papelaria
19.029.00,29.0,Canetas tinteiro,Produtos de papelaria
19.030.00,30.0,Outras canetas; sortidos de canetas,Produtos de papelaria
19.031.00,31.0,"Papel cortado “cutsize” (tipo A3, A4, ofício I e II, carta e outros)",Produtos de papelaria
19.032.00,32.0,Papel camurça,Produtos de papelaria
19.033.00,33.0,Papel laminado e papel espelho,Produtos de papelaria
20.001.00,1.0,Henna (embalagens de conteúdo inferior ou igual a 200 g),Produtos de perfumaria e de higiene pessoal e cosméticos
20.001.01,1.1,Henna (embalagens de conteúdo superior a 200 g),Produtos de perfumaria e de higiene pessoal e cosméticos
20.002.00,2.0,Vaselina,Produtos de perfumaria e de higiene pessoal e cosméticos
20.003.00,3.0,Amoníaco em solução aquosa (amônia),Produtos de perfumaria e de higiene pessoal e cosméticos
20.004.00,4.0,"Peróxido de hidrogênio, em embalagens de conteúdo inferior ou igual a 500 ml",Produtos de perfumaria e de higiene pessoal e cosméticos
20.005.00,5.0,Lubrificação íntima,Produtos de perfumaria e de higiene pessoal e cosméticos
20.006.00,6.0,"Óleos essenciais (desterpenados ou não), incluídos os chamados “concretos” ou “absolutos”; resinoides; oleorresinas de extração; soluções concentradas de óleos essenciais em gorduras, em óleos fixos, em ceras ou em matérias análogas, obtidas por tratamento de flores através de substâncias gordas ou por maceração; subprodutos terpênicos residuais da desterpenação dos óleos essenciais; águas destiladas aromáticas e soluções aquosas de óleos essenciais, em embalagens de conteúdo inferior ou igual a 500 ml",Produtos de perfumaria e de higiene pessoal e cosméticos
20.007.00,7.0,Perfumes (extratos),Produtos de perfumaria e de higiene pessoal e cosméticos
20.008.00,8.0,Águas-de-colônia,Produtos de perfumaria e de higiene pessoal e cosméticos
20.009.00,9.0,Produtos de maquilagem para os lábios,Produtos de perfumaria e de higiene pessoal e cosméticos
20.010.00,10.0,"Sombra, delineador, lápis para sobrancelhas e rímel",Produtos de perfumaria e de higiene pessoal e cosméticos
20.011.00,11.0,Outros produtos de maquilagem para os olhos,Produtos de perfumaria e de higiene pessoal e cosméticos
20.012.00,12.0,"Preparações para manicuros e pedicuros, incluindo removedores de esmalte à base de acetona",Produtos de perfumaria e de higiene pessoal e cosméticos
20.013.00,13.0,"Pós, incluídos os compactos",Produtos de perfumaria e de higiene pessoal e cosméticos
20.014.00,14.0,"Cremes de beleza, cremes nutritivos e loções tônicas",Produtos de perfumaria e de higiene pessoal e cosméticos
20.015.00,15.0,"Outros produtos de beleza ou de maquilagem preparados e preparações para conservação ou cuidados da pele, exceto as preparações solares e antissolares",Produtos de perfumaria e de higiene pessoal e cosméticos
20.016.00,16.0,Preparações solares e antissolares,Produtos de perfumaria e de higiene pessoal e cosméticos
20.017.00,17.0,Xampus para o cabelo,Produtos de perfumaria e de higiene pessoal e cosméticos
20.018.00,18.0,"Preparações para ondulação ou alisamento, permanentes, dos cabelos",Produtos de perfumaria e de higiene pessoal e cosméticos
20.019.00,19.0,Laquês para o cabelo,Produtos de perfumaria e de higiene pessoal e cosméticos
20.020.00,20.0,"Outras preparações capilares, incluindo máscaras e finalizadores",Produtos de perfumaria e de higiene pessoal e cosméticos
20.021.00,21.0,Condicionadores,Produtos de perfumaria e de higiene pessoal e cosméticos
20.022.00,22.0,Tintura para o cabelo,Produtos de perfumaria e de higiene pessoal e cosméticos
20.023.00,23.0,Dentifrícios,Produtos de perfumaria e de higiene pessoal e cosméticos
20.024.00,24.0,Fios utilizados para limpar os espaços interdentais (fios dentais),Produtos de perfumaria e de higiene pessoal e cosméticos
20.025.00,25.0,Outras preparações para higiene bucal ou dentária,Produtos de perfumaria e de higiene pessoal e cosméticos
20.026.00,26.0,"Preparações para barbear (antes, durante ou após)",Produtos de perfumaria e de higiene pessoal e cosméticos
20.027.00,27.0,"Desodorantes (desodorizantes) corporais líquidos, exceto os classificados no CEST 20.027.01",Produtos de perfumaria e de higiene pessoal e cosméticos
20.027.01,27.1,Loções e óleos desodorantes hidratantes líquidos,Produtos de perfumaria e de higiene pessoal e cosméticos
20.028.00,28.0,Antiperspirantes líquidos,Produtos de perfumaria e de higiene pessoal e cosméticos
20.029.00,29.0,"Outros desodorantes (desodorizantes) corporais, exceto os classificados no CEST 20.029.01",Produtos de perfumaria e de higiene pessoal e cosméticos
20.029.01,29.1,Outras loções e óleos desodorantes hidratantes,Produtos de perfumaria e de higiene pessoal e cosméticos
20.030.00,30.0,Outros antiperspirantes,Produtos de perfumaria e de higiene pessoal e cosméticos
20.031.00,31.0,Sais perfumados e outras preparações para banhos,Produtos de perfumaria e de higiene pessoal e cosméticos
20.032.00,32.0,Outros produtos de perfumaria preparados,Produtos de perfumaria e de higiene pessoal e cosméticos
20.032.01,32.1,Outros produtos de toucador preparados,Produtos de perfumaria e de higiene pessoal e cosméticos
20.033.00,33.0,Soluções para lentes de contato ou para olhos artificiais,Produtos de perfumaria e de higiene pessoal e cosméticos
20.034.00,34.0,"Sabões de toucador em barras, pedaços ou figuras moldados",Produtos de perfumaria e de higiene pessoal e cosméticos
20.035.00,35.0,"Outros sabões, produtos e preparações, em barras, pedaços ou figuras moldados",Produtos de perfumaria e de higiene pessoal e cosméticos
20.035.01,35.1,Lenços umedecidos,Produtos de perfumaria e de higiene pessoal e cosméticos
20.036.00,36.0,Sabões de toucador sob outras formas,Produtos de perfumaria e de higiene pessoal e cosméticos
20.037.00,37.0,"Produtos e preparações orgânicos tensoativos para lavagem da pele, na forma de líquido ou de creme, acondicionados para venda a retalho, mesmo contendo sabão",Produtos de perfumaria e de higiene pessoal e cosméticos
20.038.00,38.0,Bolsa para gelo ou para água quente,Produtos de perfumaria e de higiene pessoal e cosméticos
20.039.00,39.0,"Chupetas e bicos para mamadeiras e para chupetas, de borracha",Produtos de perfumaria e de higiene pessoal e cosméticos
20.040.00,40.0,"Chupetas e bicos para mamadeiras e para chupetas, de silicone",Produtos de perfumaria e de higiene pessoal e cosméticos
20.041.00,41.0,Malas e maletas de toucador,Produtos de perfumaria e de higiene pessoal e cosméticos
20.042.00,42.0,Papel higiênico - folha simples,Produtos de perfumaria e de higiene pessoal e cosméticos
20.043.00,43.0,Papel higiênico - folha dupla e tripla,Produtos de perfumaria e de higiene pessoal e cosméticos
20.044.00,44.0,Lenços (incluídos os de maquilagem) e toalhas de mão,Produtos de perfumaria e de higiene pessoal e cosméticos
20.045.00,45.0,Papel toalha de uso institucional do tipo comercializado em rolos igual ou superior a 80 metros e do tipo comercializado em folhas intercaladas,Produtos de perfumaria e de higiene pessoal e cosméticos
20.046.00,46.0,Toalhas e guardanapos de mesa,Produtos de perfumaria e de higiene pessoal e cosméticos
20.047.00,47.0,Toalhas de cozinha (papel toalha de uso doméstico),Produtos de perfumaria e de higiene pessoal e cosméticos
20.048.00,48.0,"Fraldas, exceto os descritos no CEST 20.048.01",Produtos de perfumaria e de higiene pessoal e cosméticos
20.048.01,48.1,Fraldas de fibras têxteis,Produtos de perfumaria e de higiene pessoal e cosméticos
20.049.00,49.0,Tampões higiênicos,Produtos de perfumaria e de higiene pessoal e cosméticos
20.050.00,50.0,Absorventes higiênicos externos,Produtos de perfumaria e de higiene pessoal e cosméticos
20.051.00,51.0,Hastes flexíveis (uso não medicinal),Produtos de perfumaria e de higiene pessoal e cosméticos
20.052.00,52.0,"Sutiã descartável, assemelhados e papel para depilação",Produtos de perfumaria e de higiene pessoal e cosméticos
20.053.00,53.0,Pinças para sobrancelhas,Produtos de perfumaria e de higiene pessoal e cosméticos
20.054.00,54.0,Espátulas (artigos de cutelaria),Produtos de perfumaria e de higiene pessoal e cosméticos
20.055.00,55.0,Utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluídas as limas para unhas),Produtos de perfumaria e de higiene pessoal e cosméticos
20.056.00,56.0,"Termômetros, inclusive o digital",Produtos de perfumaria e de higiene pessoal e cosméticos
20.057.00,57.0,"Escovas e pincéis de barba, escovas para cabelos, para cílios ou para unhas e outras escovas de toucador de pessoas, incluídas as que sejam partes de aparelhos, exceto escovas de dentes",Produtos de perfumaria e de higiene pessoal e cosméticos
20.058.00,58.0,"Escovas de dentes, incluídas as escovas para dentaduras",Produtos de perfumaria e de higiene pessoal e cosméticos
20.059.00,59.0,Pincéis para aplicação de produtos cosméticos,Produtos de perfumaria e de higiene pessoal e cosméticos
20.060.00,60.0,"Sortidos de viagem, para toucador de pessoas para costura ou para limpeza de calçado ou de roupas",Produtos de perfumaria e de higiene pessoal e cosméticos
20.061.00,61.0,"Pentes, travessas para cabelo e artigos semelhantes; grampos (alfinetes) para cabelo; pinças (pinceguiches), onduladores, bobes (rolos) e artefatos semelhantes para penteados, e suas partes, exceto os classificados na posição 8516 e suas partes",Produtos de perfumaria e de higiene pessoal e cosméticos
20.062.00,62.0,Borlas ou esponjas para pós ou para aplicação de outros cosméticos ou de produtos de toucador,Produtos de perfumaria e de higiene pessoal e cosméticos
20.063.00,63.0,Mamadeiras,Produtos de perfumaria e de higiene pessoal e cosméticos
20.064.00,64.0,Aparelhos e lâminas de barbear,Produtos de perfumaria e de higiene pessoal e cosméticos
21.001.00,1.0,Fogões de cozinha de uso doméstico e suas partes,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.002.00,2.0,"Combinações de refrigeradores e congeladores (“freezers”), munidos de portas exteriores separadas","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.003.00,3.0,"Refrigeradores do tipo doméstico, de compressão","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.004.00,4.0,Outros refrigeradores do tipo doméstico,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.005.00,5.0,"Congeladores (“freezers”) horizontais tipo arca, de capacidade não superior a 800 litros","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.006.00,6.0,"Congeladores (“freezers”) verticais tipo armário, de capacidade não superior a 900 litros","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.007.00,7.0,"Outros móveis (arcas, armários, vitrines, balcões e móveis semelhantes) para a conservação e exposição de produtos, que incorporem um equipamento para a produção de frio","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.008.00,8.0,Mini adega e similares,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.009.00,9.0,Máquinas para produção de gelo,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.010.00,10.0,"Partes dos refrigeradores, congeladores, mini adegas e similares, máquinas para produção de gelo e bebedouros descritos nos CEST 21.002.00, 21.003.00, 21.004.00, 21.005.00, 21.006.00, 21.007.00, 21.008.00, 21.009.00 e 21.013.00","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.011.00,11.0,Secadoras de roupa de uso doméstico,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.012.00,12.0,Outras secadoras de roupas e centrífugas de uso doméstico,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.013.00,13.0,Bebedouros refrigerados para água,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.014.00,14.0,"Partes das secadoras de roupas e centrífugas de uso doméstico e dos aparelhos para filtrar ou depurar água, descritos nos CEST 21.011.00 e 21.012.00 e 21.098.00","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.015.00,15.0,Máquinas de lavar louça do tipo doméstico e suas partes,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.016.00,16.0,"Máquinas que executem pelo menos duas das seguintes funções: impressão, cópia ou transmissão de telecópia (fax), capazes de ser conectadas a uma máquina automática para processamento de dados ou a uma rede","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.017.00,17.0,"Outras impressoras, máquinas copiadoras e telecopiadores (fax), mesmo combinados entre si, capazes de ser conectados a uma máquina automática para processamento de dados ou a uma rede","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.018.00,18.0,"Partes e acessórios de máquinas e aparelhos de impressão por meio de blocos, cilindros e outros elementos de impressão da posição 8442; e de outras impressoras, máquinas copiadoras e telecopiadores (fax), mesmo combinados entre si","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.019.00,19.0,"Máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, de capacidade não superior a 10 kg, em peso de roupa seca, inteiramente automáticas","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.020.00,20.0,"Outras máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, com secador centrífugo incorporado","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.021.00,21.0,"Outras máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.022.00,22.0,"Máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico, de capacidade superior a 10 kg, em peso de roupa seca","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.023.00,23.0,"Partes de máquinas de lavar roupa, mesmo com dispositivos de secagem, de uso doméstico","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.024.00,24.0,"Máquinas de secar de uso doméstico de capacidade não superior a 10 kg, em peso de roupa seca","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.025.00,25.0,Outras máquinas de secar de uso doméstico,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.026.00,26.0,Partes de máquinas de secar de uso doméstico,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.027.00,27.0,Máquinas de costura de uso doméstico,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.028.00,28.0,"Máquinas automáticas para processamento de dados, portáteis, de peso não superior a 10 kg, contendo pelo menos uma unidade central de processamento, um teclado e uma tela","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.029.00,29.0,Outras máquinas automáticas para processamento de dados,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.030.00,30.0,"Unidades de processamento, de pequena capacidade, exceto as das subposições 8471.41 ou 8471.49, podendo conter, no mesmo corpo, um ou dois dos seguintes tipos de unidades: unidade de memória, unidade de entrada e unidade de saída; baseadas em microprocessadores, com capacidade de instalação, dentro do mesmo gabinete, de unidades de memória da subposição 8471.70, podendo conter múltiplos conectores de expansão (“slots”), e valor FOB inferior ou igual a US$ 12.500,00, por unidade","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.031.00,31.0,"Unidades de entrada, exceto as classificadas no código 8471.60.54","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.032.00,32.0,"Outras unidades de entrada ou de saída, podendo conter, no mesmo corpo, unidades de memória","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.033.00,33.0,Unidades de memória,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.034.00,34.0,"Outras máquinas automáticas para processamento de dados e suas unidades; leitores magnéticos ou ópticos, máquinas para registrar dados em suporte sob forma codificada, e máquinas para processamento desses dados, não especificadas nem compreendidas em outras posições","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.035.00,35.0,Partes e acessórios das máquinas da posição 84.71,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.036.00,36.0,"Outros transformadores, exceto os classificados nos códigos 8504.33.00 e 8504.34.00","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.037.00,37.0,Carregadores de acumuladores,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.038.00,38.0,Equipamentos de alimentação ininterrupta de energia (UPS ou “no break”),"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.039.00,39.0,Outros acumuladores,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.040.00,40.0,Aspiradores,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.041.00,41.0,"Aparelhos eletromecânicos de motor elétrico incorporado, de uso doméstico e suas partes","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.042.00,42.0,Enceradeiras,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.043.00,43.0,Chaleiras elétricas,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.044.00,44.0,Ferros elétricos de passar,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.045.00,45.0,Fornos de micro-ondas,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.046.00,46.0,"Outros fornos; fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, exceto os portáteis","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.047.00,47.0,"Outros fornos; fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, portáteis","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.048.00,48.0,Outros aparelhos eletrotérmicos de uso doméstico - Cafeteiras,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.049.00,49.0,Outros aparelhos eletrotérmicos de uso doméstico - Torradeiras,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.050.00,50.0,Outros aparelhos eletrotérmicos de uso doméstico,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.051.00,51.0,"Partes das chaleiras, ferros, fornos e outros aparelhos eletrotérmicos da posição 85.16, descritos nos CEST 21.043.00, 21.044.00, 21.045.00, 21.046.00, 21.047.00, 21.048.00, 21.049.00 e 21.050.00","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.052.00,52.0,Aparelhos telefônicos por fio com unidade auscultador - microfone sem fio,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.053.00,53.0,"Telefones para redes celulares, exceto por satélite, os de uso automotivo e os classificados no CEST 21.053.01","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.053.01,53.1,"Telefones para redes celulares portáteis, exceto por satélite","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.054.00,54.0,"Outros telefones para outras redes sem fio, exceto para redes de celulares e os de uso automotivo","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.055.00,55.0,Outros aparelhos telefônicos não combinados com outros aparelhos,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.055.01,55.1,Outros aparelhos telefônicos,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.056.00,56.0,"Aparelhos para transmissão ou recepção de voz, imagem ou outros dados em rede com fio, exceto os classificados nos códigos 8517.62.51, 8517.62.52 e 8517.62.53","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.057.00,57.0,"Microfones e seus suportes; alto-falantes, mesmo montados nos seus receptáculos, fones de ouvido (auscultadores), mesmo combinados com microfone e conjuntos ou sortidos constituídos por um microfone e um ou mais alto-falantes, amplificadores elétricos de audiofrequência, aparelhos elétricos de amplificação de som; suas partes e acessórios; exceto os de uso automotivo","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.058.00,58.0,Aparelhos de radiodifusão suscetíveis de funcionarem sem fonte externa de energia. Aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos de gravação e de reprodução de som; partes e acessórios; exceto os de uso automotivo,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.059.00,59.0,Outros aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos de gravação e de reprodução de som; partes e acessórios; exceto os de uso automotivo,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.060.00,60.0,"Gravador-reprodutor e editor de imagem e som, em discos, por meio magnético, óptico ou optomagnético, exceto de uso automotivo","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.061.00,61.0,"Outros aparelhos videofônicos de gravação ou reprodução, mesmo incorporando um receptor de sinais videofônicos, exceto os de uso automotivo","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.062.00,62.0,"Cartões de memória (""memory cards"")","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.063.00,63.0,"Cartões inteligentes (""smart cards"")","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.064.00,64.0,"Cartões inteligentes (""sim cards"")","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.065.00,65.0,Câmeras fotográficas digitais e câmeras de vídeo e suas partes,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.066.00,66.0,"Outros aparelhos receptores para radiodifusão, mesmo combinados num invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio, inclusive caixa acústica para Home Theaters classificados na posição 8518","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.067.00,67.0,"Monitores e projetores que não incorporem aparelhos receptores de televisão, policromáticos","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.067.01,67.1,Projetores capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.068.00,68.0,"Outros monitores capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina, policromáticos","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.069.00,69.0,"Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de CRT (tubo de raios catódicos)","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.070.00,70.0,"Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de LCD (Display de Cristal Líquido)","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.071.00,71.0,"Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de Plasma","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.072.00,72.0,Outros aparelhos receptores de televisão não dotados de monitores ou display de vídeo,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.073.00,73.0,"Outros aparelhos receptores de televisão não relacionados nos CEST 21.069.00, 21.070.00, 21.071.00 e 21.072.00","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.074.00,74.0,Câmeras fotográficas dos tipos utilizadas para preparação de clichês ou cilindros de impressão,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.075.00,75.0,Câmeras fotográficas para filmes de revelação e copiagem instantâneas,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.076.00,76.0,Aparelhos de diatermia,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.077.00,77.0,Aparelhos de massagem,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.078.00,78.0,Reguladores de voltagem eletrônicos,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.079.00,79.0,"Consoles e máquinas de jogos de vídeo, exceto os classificados na subposição 9504.30","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.080.00,80.0,Multiplexadores e concentradores,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.081.00,81.0,"Centrais automáticas privadas, de capacidade inferior ou igual a 25 ramais","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.082.00,82.0,Outros aparelhos para comutação,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.083.00,83.0,"Roteadores digitais, em redes com ou sem fio","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.084.00,84.0,"Aparelhos emissores com receptor incorporado de sistema troncalizado (“trunking”), de tecnologia celular","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.085.00,85.0,"Outros aparelhos de recepção, conversão e transmissão ou regeneração de voz, imagens ou outros dados, incluindo os aparelhos de comutação e roteamento","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.086.00,86.0,"Antenas próprias para telefones celulares portáteis, exceto as telescópicas","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.087.00,87.0,"Aparelhos ou máquinas de barbear, máquinas de cortar o cabelo ou de tosquiar e aparelhos de depilar, e suas partes","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.088.00,88.0,"Ventiladores, exceto os de uso agrícola","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.089.00,89.0,Ventiladores de uso agrícola,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.090.00,90.0,Coifas com dimensão horizontal máxima não superior a 120 cm,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.091.00,91.0,Partes de ventiladores ou coifas aspirantes,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.092.00,92.0,"Máquinas e aparelhos de ar condicionado contendo um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluídos as máquinas e aparelhos em que a umidade não seja regulável separadamente","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.093.00,93.0,Aparelhos de ar-condicionado tipo Split System (sistema com elementos separados) com unidade externa e interna,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.094.00,94.0,Aparelhos de ar-condicionado com capacidade inferior ou igual a 30.000 frigorias/hora,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.095.00,95.0,Aparelhos de ar-condicionado com capacidade acima de 30.000 frigorias/hora,"Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.096.00,96.0,"Unidades evaporadoras (internas) de aparelho de ar-condicionado do tipo Split System (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
21.097.00,97.0,"Unidades condensadoras (externas) de aparelho de ar-condicionado do tipo Split System (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos"
